dir,experiment,benchmark,rob,bp,l1d,l1i,l2,issue_width,commit_width,simInsts,IPC,CPI,L1D_miss_rate,L2_miss_rate,console_exists,status
results/experiments/compute_rob64_bpLTAGE_l132kB_l2512kB_iw2_cw4,compute_rob64_bpLTAGE_l132kB_l2512kB_iw2_cw4,compute,64,LTAGE,,32kB,512kB,2,4,901195.0,0.968247,1.032794,0.069712,0.884414,False,ok
results/experiments/compute_rob64_bpLTAGE_l132kB_l2512kB_iw4_cw2,compute_rob64_bpLTAGE_l132kB_l2512kB_iw4_cw2,compute,64,LTAGE,,32kB,512kB,4,2,,,,,,False,empty-or-missing
results/experiments/compute_rob64_bpLTAGE_l132kB_l2512kB_iw4_cw4,compute_rob64_bpLTAGE_l132kB_l2512kB_iw4_cw4,compute,64,LTAGE,,32kB,512kB,4,4,901195.0,1.137554,0.879079,0.069253,0.882542,False,ok
results/experiments/compute_rob64_bpLTAGE_l164kB_l2256kB_iw2_cw2,compute_rob64_bpLTAGE_l164kB_l2256kB_iw2_cw2,compute,64,LTAGE,,64kB,256kB,2,2,901195.0,0.96521,1.036044,0.064099,0.94807,False,ok
results/experiments/compute_rob64_bpLTAGE_l164kB_l2256kB_iw2_cw4,compute_rob64_bpLTAGE_l164kB_l2256kB_iw2_cw4,compute,64,LTAGE,,64kB,256kB,2,4,901195.0,0.97014,1.030779,0.065155,0.94833,False,ok
results/experiments/compute_rob64_bpLTAGE_l164kB_l2256kB_iw4_cw2,compute_rob64_bpLTAGE_l164kB_l2256kB_iw4_cw2,compute,64,LTAGE,,64kB,256kB,4,2,,,,,,False,empty-or-missing
results/experiments/compute_rob64_bpLTAGE_l164kB_l2256kB_iw4_cw4,compute_rob64_bpLTAGE_l164kB_l2256kB_iw4_cw4,compute,64,LTAGE,,64kB,256kB,4,4,901195.0,1.139885,0.877282,0.063822,0.945937,False,ok
results/experiments/compute_rob64_bpLTAGE_l164kB_l2512kB_iw2_cw2,compute_rob64_bpLTAGE_l164kB_l2512kB_iw2_cw2,compute,64,LTAGE,,64kB,512kB,2,2,901195.0,0.96521,1.036044,0.064099,0.94807,False,ok
results/experiments/compute_rob64_bpLTAGE_l164kB_l2512kB_iw2_cw4,compute_rob64_bpLTAGE_l164kB_l2512kB_iw2_cw4,compute,64,LTAGE,,64kB,512kB,2,4,901195.0,0.97014,1.030779,0.065155,0.94833,False,ok
results/experiments/compute_rob64_bpLTAGE_l164kB_l2512kB_iw4_cw2,compute_rob64_bpLTAGE_l164kB_l2512kB_iw4_cw2,compute,64,LTAGE,,64kB,512kB,4,2,,,,,,False,empty-or-missing
results/experiments/compute_rob64_bpLTAGE_l164kB_l2512kB_iw4_cw4,compute_rob64_bpLTAGE_l164kB_l2512kB_iw4_cw4,compute,64,LTAGE,,64kB,512kB,4,4,901195.0,1.139885,0.877282,0.063822,0.945937,False,ok
results/experiments/compute_rob64_bpLocalBP_l132kB_l2256kB,compute_rob64_bpLocalBP_l132kB_l2256kB,compute,64,LocalBP,,32kB,256kB,,,,,,,,False,empty-or-missing
results/experiments/compute_rob64_bpLocalBP_l132kB_l2256kB_iw2_cw2,compute_rob64_bpLocalBP_l132kB_l2256kB_iw2_cw2,compute,64,LocalBP,,32kB,256kB,2,2,901195.0,0.960492,1.041133,0.069559,0.886632,False,ok
results/experiments/compute_rob64_bpLocalBP_l132kB_l2256kB_iw2_cw4,compute_rob64_bpLocalBP_l132kB_l2256kB_iw2_cw4,compute,64,LocalBP,,32kB,256kB,2,4,901195.0,0.966169,1.035016,0.070183,0.886662,False,ok
results/experiments/compute_rob64_bpLocalBP_l132kB_l2256kB_iw4_cw2,compute_rob64_bpLocalBP_l132kB_l2256kB_iw4_cw2,compute,64,LocalBP,,32kB,256kB,4,2,,,,,,False,empty-or-missing
results/experiments/compute_rob64_bpLocalBP_l132kB_l2256kB_iw4_cw4,compute_rob64_bpLocalBP_l132kB_l2256kB_iw4_cw4,compute,64,LocalBP,,32kB,256kB,4,4,901195.0,1.131937,0.883441,0.069514,0.885061,False,ok
results/experiments/compute_rob64_bpLocalBP_l132kB_l2512kB,compute_rob64_bpLocalBP_l132kB_l2512kB,compute,64,LocalBP,,32kB,512kB,,,,,,,,False,empty-or-missing
results/experiments/compute_rob64_bpLocalBP_l132kB_l2512kB_iw2_cw2,compute_rob64_bpLocalBP_l132kB_l2512kB_iw2_cw2,compute,64,LocalBP,,32kB,512kB,2,2,901195.0,0.960492,1.041133,0.069559,0.886632,False,ok
results/experiments/compute_rob64_bpLocalBP_l132kB_l2512kB_iw2_cw4,compute_rob64_bpLocalBP_l132kB_l2512kB_iw2_cw4,compute,64,LocalBP,,32kB,512kB,2,4,901195.0,0.966169,1.035016,0.070183,0.886662,False,ok
results/experiments/compute_rob64_bpLocalBP_l132kB_l2512kB_iw4_cw2,compute_rob64_bpLocalBP_l132kB_l2512kB_iw4_cw2,compute,64,LocalBP,,32kB,512kB,4,2,,,,,,False,empty-or-missing
results/experiments/compute_rob64_bpLocalBP_l132kB_l2512kB_iw4_cw4,compute_rob64_bpLocalBP_l132kB_l2512kB_iw4_cw4,compute,64,LocalBP,,32kB,512kB,4,4,901195.0,1.131937,0.883441,0.069514,0.885061,False,ok
results/experiments/compute_rob64_bpLocalBP_l164kB_l2256kB,compute_rob64_bpLocalBP_l164kB_l2256kB,compute,64,LocalBP,,64kB,256kB,,,,,,,,False,empty-or-missing
results/experiments/compute_rob64_bpLocalBP_l164kB_l2256kB_iw2_cw2,compute_rob64_bpLocalBP_l164kB_l2256kB_iw2_cw2,compute,64,LocalBP,,64kB,256kB,2,2,901195.0,0.962212,1.039272,0.064545,0.948385,False,ok
results/experiments/compute_rob64_bpLocalBP_l164kB_l2256kB_iw2_cw4,compute_rob64_bpLocalBP_l164kB_l2256kB_iw2_cw4,compute,64,LocalBP,,64kB,256kB,2,4,901195.0,0.967812,1.033258,0.065152,0.948628,False,ok
results/experiments/compute_rob64_bpLocalBP_l164kB_l2256kB_iw4_cw2,compute_rob64_bpLocalBP_l164kB_l2256kB_iw4_cw2,compute,64,LocalBP,,64kB,256kB,4,2,,,,,,False,empty-or-missing
results/experiments/compute_rob64_bpLocalBP_l164kB_l2256kB_iw4_cw4,compute_rob64_bpLocalBP_l164kB_l2256kB_iw4_cw4,compute,64,LocalBP,,64kB,256kB,4,4,901195.0,1.135915,0.880348,0.064386,0.946933,False,ok
results/experiments/compute_rob64_bpLocalBP_l164kB_l2512kB,compute_rob64_bpLocalBP_l164kB_l2512kB,compute,64,LocalBP,,64kB,512kB,,,,,,,,False,empty-or-missing
results/experiments/compute_rob64_bpLocalBP_l164kB_l2512kB_iw2_cw2,compute_rob64_bpLocalBP_l164kB_l2512kB_iw2_cw2,compute,64,LocalBP,,64kB,512kB,2,2,901195.0,0.962212,1.039272,0.064545,0.948385,False,ok
results/experiments/compute_rob64_bpLocalBP_l164kB_l2512kB_iw2_cw4,compute_rob64_bpLocalBP_l164kB_l2512kB_iw2_cw4,compute,64,LocalBP,,64kB,512kB,2,4,901195.0,0.967812,1.033258,0.065152,0.948628,False,ok
results/experiments/compute_rob64_bpLocalBP_l164kB_l2512kB_iw4_cw2,compute_rob64_bpLocalBP_l164kB_l2512kB_iw4_cw2,compute,64,LocalBP,,64kB,512kB,4,2,,,,,,False,empty-or-missing
results/experiments/compute_rob64_bpLocalBP_l164kB_l2512kB_iw4_cw4,compute_rob64_bpLocalBP_l164kB_l2512kB_iw4_cw4,compute,64,LocalBP,,64kB,512kB,4,4,901195.0,1.135915,0.880348,0.064386,0.946933,False,ok
results/experiments/compute_rob64_bpLocalBP_l1d16kB_l2128kB_iw2_cw2,compute_rob64_bpLocalBP_l1d16kB_l2128kB_iw2_cw2,compute,64,LocalBP,16kB,,128kB,2,2,883.0,0.178096,5.614949,0.250585,0.97,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d16kB_l2128kB_iw2_cw4,compute_rob64_bpLocalBP_l1d16kB_l2128kB_iw2_cw4,compute,64,LocalBP,16kB,,128kB,2,4,883.0,0.178709,5.595696,0.254157,0.97,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d16kB_l2128kB_iw4_cw2,compute_rob64_bpLocalBP_l1d16kB_l2128kB_iw4_cw2,compute,64,LocalBP,16kB,,128kB,4,2,910.0,0.181964,5.495604,0.227848,0.971698,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d16kB_l2128kB_iw4_cw4,compute_rob64_bpLocalBP_l1d16kB_l2128kB_iw4_cw4,compute,64,LocalBP,16kB,,128kB,4,4,914.0,0.183682,5.444201,0.23176,0.971698,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d16kB_l21MB_iw2_cw2,compute_rob64_bpLocalBP_l1d16kB_l21MB_iw2_cw2,compute,64,LocalBP,16kB,,1,2,2,883.0,0.178096,5.614949,0.250585,0.97,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d16kB_l21MB_iw2_cw4,compute_rob64_bpLocalBP_l1d16kB_l21MB_iw2_cw4,compute,64,LocalBP,16kB,,1,2,4,883.0,0.178709,5.595696,0.254157,0.97,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d16kB_l21MB_iw4_cw2,compute_rob64_bpLocalBP_l1d16kB_l21MB_iw4_cw2,compute,64,LocalBP,16kB,,1,4,2,910.0,0.181964,5.495604,0.227848,0.971698,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d16kB_l21MB_iw4_cw4,compute_rob64_bpLocalBP_l1d16kB_l21MB_iw4_cw4,compute,64,LocalBP,16kB,,1,4,4,914.0,0.183682,5.444201,0.23176,0.971698,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d16kB_l2256kB_iw2_cw2,compute_rob64_bpLocalBP_l1d16kB_l2256kB_iw2_cw2,compute,64,LocalBP,16kB,,256kB,2,2,883.0,0.178096,5.614949,0.250585,0.97,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d16kB_l2256kB_iw2_cw4,compute_rob64_bpLocalBP_l1d16kB_l2256kB_iw2_cw4,compute,64,LocalBP,16kB,,256kB,2,4,883.0,0.178709,5.595696,0.254157,0.97,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d16kB_l2256kB_iw4_cw2,compute_rob64_bpLocalBP_l1d16kB_l2256kB_iw4_cw2,compute,64,LocalBP,16kB,,256kB,4,2,910.0,0.181964,5.495604,0.227848,0.971698,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d16kB_l2256kB_iw4_cw4,compute_rob64_bpLocalBP_l1d16kB_l2256kB_iw4_cw4,compute,64,LocalBP,16kB,,256kB,4,4,914.0,0.183682,5.444201,0.23176,0.971698,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d16kB_l2512kB_iw2_cw2,compute_rob64_bpLocalBP_l1d16kB_l2512kB_iw2_cw2,compute,64,LocalBP,16kB,,512kB,2,2,883.0,0.178096,5.614949,0.250585,0.97,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d16kB_l2512kB_iw2_cw4,compute_rob64_bpLocalBP_l1d16kB_l2512kB_iw2_cw4,compute,64,LocalBP,16kB,,512kB,2,4,883.0,0.178709,5.595696,0.254157,0.97,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d16kB_l2512kB_iw4_cw2,compute_rob64_bpLocalBP_l1d16kB_l2512kB_iw4_cw2,compute,64,LocalBP,16kB,,512kB,4,2,910.0,0.181964,5.495604,0.227848,0.971698,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d16kB_l2512kB_iw4_cw4,compute_rob64_bpLocalBP_l1d16kB_l2512kB_iw4_cw4,compute,64,LocalBP,16kB,,512kB,4,4,914.0,0.183682,5.444201,0.23176,0.971698,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d32kB_l2128kB_iw2_cw2,compute_rob64_bpLocalBP_l1d32kB_l2128kB_iw2_cw2,compute,64,LocalBP,32kB,,128kB,2,2,883.0,0.17806,5.616082,0.238876,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d32kB_l2128kB_iw2_cw4,compute_rob64_bpLocalBP_l1d32kB_l2128kB_iw2_cw4,compute,64,LocalBP,32kB,,128kB,2,4,883.0,0.178673,5.596829,0.24228,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d32kB_l2128kB_iw4_cw2,compute_rob64_bpLocalBP_l1d32kB_l2128kB_iw4_cw2,compute,64,LocalBP,32kB,,128kB,4,2,910.0,0.181964,5.495604,0.2173,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d32kB_l2128kB_iw4_cw4,compute_rob64_bpLocalBP_l1d32kB_l2128kB_iw4_cw4,compute,64,LocalBP,32kB,,128kB,4,4,914.0,0.183682,5.444201,0.22103,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d32kB_l21MB_iw2_cw2,compute_rob64_bpLocalBP_l1d32kB_l21MB_iw2_cw2,compute,64,LocalBP,32kB,,1,2,2,883.0,0.17806,5.616082,0.238876,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d32kB_l21MB_iw2_cw4,compute_rob64_bpLocalBP_l1d32kB_l21MB_iw2_cw4,compute,64,LocalBP,32kB,,1,2,4,883.0,0.178673,5.596829,0.24228,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d32kB_l21MB_iw4_cw2,compute_rob64_bpLocalBP_l1d32kB_l21MB_iw4_cw2,compute,64,LocalBP,32kB,,1,4,2,910.0,0.181964,5.495604,0.2173,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d32kB_l21MB_iw4_cw4,compute_rob64_bpLocalBP_l1d32kB_l21MB_iw4_cw4,compute,64,LocalBP,32kB,,1,4,4,914.0,0.183682,5.444201,0.22103,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d32kB_l2256kB_iw2_cw2,compute_rob64_bpLocalBP_l1d32kB_l2256kB_iw2_cw2,compute,64,LocalBP,32kB,,256kB,2,2,883.0,0.17806,5.616082,0.238876,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d32kB_l2256kB_iw2_cw4,compute_rob64_bpLocalBP_l1d32kB_l2256kB_iw2_cw4,compute,64,LocalBP,32kB,,256kB,2,4,883.0,0.178673,5.596829,0.24228,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d32kB_l2256kB_iw4_cw2,compute_rob64_bpLocalBP_l1d32kB_l2256kB_iw4_cw2,compute,64,LocalBP,32kB,,256kB,4,2,910.0,0.181964,5.495604,0.2173,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d32kB_l2256kB_iw4_cw4,compute_rob64_bpLocalBP_l1d32kB_l2256kB_iw4_cw4,compute,64,LocalBP,32kB,,256kB,4,4,914.0,0.183682,5.444201,0.22103,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d32kB_l2512kB_iw2_cw2,compute_rob64_bpLocalBP_l1d32kB_l2512kB_iw2_cw2,compute,64,LocalBP,32kB,,512kB,2,2,883.0,0.17806,5.616082,0.238876,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d32kB_l2512kB_iw2_cw4,compute_rob64_bpLocalBP_l1d32kB_l2512kB_iw2_cw4,compute,64,LocalBP,32kB,,512kB,2,4,883.0,0.178673,5.596829,0.24228,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d32kB_l2512kB_iw4_cw2,compute_rob64_bpLocalBP_l1d32kB_l2512kB_iw4_cw2,compute,64,LocalBP,32kB,,512kB,4,2,910.0,0.181964,5.495604,0.2173,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d32kB_l2512kB_iw4_cw4,compute_rob64_bpLocalBP_l1d32kB_l2512kB_iw4_cw4,compute,64,LocalBP,32kB,,512kB,4,4,914.0,0.183682,5.444201,0.22103,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d64kB_l2128kB_iw2_cw2,compute_rob64_bpLocalBP_l1d64kB_l2128kB_iw2_cw2,compute,64,LocalBP,64kB,,128kB,2,2,883.0,0.17806,5.616082,0.238876,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d64kB_l2128kB_iw2_cw4,compute_rob64_bpLocalBP_l1d64kB_l2128kB_iw2_cw4,compute,64,LocalBP,64kB,,128kB,2,4,883.0,0.178673,5.596829,0.24228,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d64kB_l2128kB_iw4_cw2,compute_rob64_bpLocalBP_l1d64kB_l2128kB_iw4_cw2,compute,64,LocalBP,64kB,,128kB,4,2,910.0,0.181964,5.495604,0.2173,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d64kB_l2128kB_iw4_cw4,compute_rob64_bpLocalBP_l1d64kB_l2128kB_iw4_cw4,compute,64,LocalBP,64kB,,128kB,4,4,914.0,0.183682,5.444201,0.22103,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d64kB_l21MB_iw2_cw2,compute_rob64_bpLocalBP_l1d64kB_l21MB_iw2_cw2,compute,64,LocalBP,64kB,,1,2,2,883.0,0.17806,5.616082,0.238876,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d64kB_l21MB_iw2_cw4,compute_rob64_bpLocalBP_l1d64kB_l21MB_iw2_cw4,compute,64,LocalBP,64kB,,1,2,4,883.0,0.178673,5.596829,0.24228,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d64kB_l21MB_iw4_cw2,compute_rob64_bpLocalBP_l1d64kB_l21MB_iw4_cw2,compute,64,LocalBP,64kB,,1,4,2,910.0,0.181964,5.495604,0.2173,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d64kB_l21MB_iw4_cw4,compute_rob64_bpLocalBP_l1d64kB_l21MB_iw4_cw4,compute,64,LocalBP,64kB,,1,4,4,914.0,0.183682,5.444201,0.22103,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d64kB_l2256kB_iw2_cw2,compute_rob64_bpLocalBP_l1d64kB_l2256kB_iw2_cw2,compute,64,LocalBP,64kB,,256kB,2,2,883.0,0.17806,5.616082,0.238876,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d64kB_l2256kB_iw2_cw4,compute_rob64_bpLocalBP_l1d64kB_l2256kB_iw2_cw4,compute,64,LocalBP,64kB,,256kB,2,4,883.0,0.178673,5.596829,0.24228,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d64kB_l2256kB_iw4_cw2,compute_rob64_bpLocalBP_l1d64kB_l2256kB_iw4_cw2,compute,64,LocalBP,64kB,,256kB,4,2,910.0,0.181964,5.495604,0.2173,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d64kB_l2256kB_iw4_cw4,compute_rob64_bpLocalBP_l1d64kB_l2256kB_iw4_cw4,compute,64,LocalBP,64kB,,256kB,4,4,914.0,0.183682,5.444201,0.22103,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d64kB_l2512kB_iw2_cw2,compute_rob64_bpLocalBP_l1d64kB_l2512kB_iw2_cw2,compute,64,LocalBP,64kB,,512kB,2,2,883.0,0.17806,5.616082,0.238876,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d64kB_l2512kB_iw2_cw4,compute_rob64_bpLocalBP_l1d64kB_l2512kB_iw2_cw4,compute,64,LocalBP,64kB,,512kB,2,4,883.0,0.178673,5.596829,0.24228,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d64kB_l2512kB_iw4_cw2,compute_rob64_bpLocalBP_l1d64kB_l2512kB_iw4_cw2,compute,64,LocalBP,64kB,,512kB,4,2,910.0,0.181964,5.495604,0.2173,1.0,True,ok
results/experiments/compute_rob64_bpLocalBP_l1d64kB_l2512kB_iw4_cw4,compute_rob64_bpLocalBP_l1d64kB_l2512kB_iw4_cw4,compute,64,LocalBP,64kB,,512kB,4,4,914.0,0.183682,5.444201,0.22103,1.0,True,ok
results/experiments/compute_rob64_bpTournamentBP_l132kB_l2256kB,compute_rob64_bpTournamentBP_l132kB_l2256kB,compute,64,TournamentBP,,32kB,256kB,,,,,,,,False,empty-or-missing
results/experiments/compute_rob64_bpTournamentBP_l132kB_l2256kB_iw2_cw2,compute_rob64_bpTournamentBP_l132kB_l2256kB_iw2_cw2,compute,64,TournamentBP,,32kB,256kB,2,2,901195.0,0.960104,1.041554,0.068772,0.884025,False,ok
results/experiments/compute_rob64_bpTournamentBP_l132kB_l2256kB_iw2_cw4,compute_rob64_bpTournamentBP_l132kB_l2256kB_iw2_cw4,compute,64,TournamentBP,,32kB,256kB,2,4,901195.0,0.965207,1.036048,0.069237,0.884414,False,ok
results/experiments/compute_rob64_bpTournamentBP_l132kB_l2256kB_iw4_cw2,compute_rob64_bpTournamentBP_l132kB_l2256kB_iw4_cw2,compute,64,TournamentBP,,32kB,256kB,4,2,,,,,,False,empty-or-missing
results/experiments/compute_rob64_bpTournamentBP_l132kB_l2256kB_iw4_cw4,compute_rob64_bpTournamentBP_l132kB_l2256kB_iw4_cw4,compute,64,TournamentBP,,32kB,256kB,4,4,901195.0,1.133305,0.882375,0.068312,0.881432,False,ok
results/experiments/compute_rob64_bpTournamentBP_l132kB_l2512kB,compute_rob64_bpTournamentBP_l132kB_l2512kB,compute,64,TournamentBP,,32kB,512kB,,,,,,,,False,empty-or-missing
results/experiments/compute_rob64_bpTournamentBP_l132kB_l2512kB_iw2_cw2,compute_rob64_bpTournamentBP_l132kB_l2512kB_iw2_cw2,compute,64,TournamentBP,,32kB,512kB,2,2,901195.0,0.960104,1.041554,0.068772,0.884025,False,ok
results/experiments/compute_rob64_bpTournamentBP_l132kB_l2512kB_iw2_cw4,compute_rob64_bpTournamentBP_l132kB_l2512kB_iw2_cw4,compute,64,TournamentBP,,32kB,512kB,2,4,901195.0,0.965207,1.036048,0.069237,0.884414,False,ok
results/experiments/compute_rob64_bpTournamentBP_l132kB_l2512kB_iw4_cw2,compute_rob64_bpTournamentBP_l132kB_l2512kB_iw4_cw2,compute,64,TournamentBP,,32kB,512kB,4,2,,,,,,False,empty-or-missing
results/experiments/compute_rob64_bpTournamentBP_l132kB_l2512kB_iw4_cw4,compute_rob64_bpTournamentBP_l132kB_l2512kB_iw4_cw4,compute,64,TournamentBP,,32kB,512kB,4,4,901195.0,1.133305,0.882375,0.068312,0.881432,False,ok
results/experiments/compute_rob64_bpTournamentBP_l164kB_l2256kB,compute_rob64_bpTournamentBP_l164kB_l2256kB,compute,64,TournamentBP,,64kB,256kB,,,,,,,,False,empty-or-missing
results/experiments/compute_rob64_bpTournamentBP_l164kB_l2256kB_iw2_cw2,compute_rob64_bpTournamentBP_l164kB_l2256kB_iw2_cw2,compute,64,TournamentBP,,64kB,256kB,2,2,901195.0,0.961597,1.039937,0.063795,0.947793,False,ok
results/experiments/compute_rob64_bpTournamentBP_l164kB_l2256kB_iw2_cw4,compute_rob64_bpTournamentBP_l164kB_l2256kB_iw2_cw4,compute,64,TournamentBP,,64kB,256kB,2,4,901195.0,0.967318,1.033786,0.064208,0.948034,False,ok
results/experiments/compute_rob64_bpTournamentBP_l164kB_l2256kB_iw4_cw2,compute_rob64_bpTournamentBP_l164kB_l2256kB_iw4_cw2,compute,64,TournamentBP,,64kB,256kB,4,2,,,,,,False,empty-or-missing
results/experiments/compute_rob64_bpTournamentBP_l164kB_l2256kB_iw4_cw4,compute_rob64_bpTournamentBP_l164kB_l2256kB_iw4_cw4,compute,64,TournamentBP,,64kB,256kB,4,4,901195.0,1.136515,0.879883,0.062861,0.947115,False,ok
results/experiments/compute_rob64_bpTournamentBP_l164kB_l2512kB,compute_rob64_bpTournamentBP_l164kB_l2512kB,compute,64,TournamentBP,,64kB,512kB,,,,,,,,False,empty-or-missing
results/experiments/compute_rob64_bpTournamentBP_l164kB_l2512kB_iw2_cw2,compute_rob64_bpTournamentBP_l164kB_l2512kB_iw2_cw2,compute,64,TournamentBP,,64kB,512kB,2,2,901195.0,0.961597,1.039937,0.063795,0.947793,False,ok
results/experiments/compute_rob64_bpTournamentBP_l164kB_l2512kB_iw2_cw4,compute_rob64_bpTournamentBP_l164kB_l2512kB_iw2_cw4,compute,64,TournamentBP,,64kB,512kB,2,4,901195.0,0.967318,1.033786,0.064208,0.948034,False,ok
results/experiments/compute_rob64_bpTournamentBP_l164kB_l2512kB_iw4_cw2,compute_rob64_bpTournamentBP_l164kB_l2512kB_iw4_cw2,compute,64,TournamentBP,,64kB,512kB,4,2,,,,,,False,empty-or-missing
results/experiments/compute_rob64_bpTournamentBP_l164kB_l2512kB_iw4_cw4,compute_rob64_bpTournamentBP_l164kB_l2512kB_iw4_cw4,compute,64,TournamentBP,,64kB,512kB,4,4,901195.0,1.136515,0.879883,0.062861,0.947115,False,ok
results/experiments/compute_rob64_bpTournamentBP_l1d16kB_l2128kB_iw2_cw2,compute_rob64_bpTournamentBP_l1d16kB_l2128kB_iw2_cw2,compute,64,TournamentBP,16kB,,128kB,2,2,862.0,0.17351,5.763341,0.270341,0.969388,True,ok
results/experiments/compute_rob64_bpTournamentBP_l1d16kB_l2128kB_iw2_cw4,compute_rob64_bpTournamentBP_l1d16kB_l2128kB_iw2_cw4,compute,64,TournamentBP,16kB,,128kB,2,4,862.0,0.173197,5.773782,0.271053,0.969388,True,ok
results/experiments/compute_rob64_bpTournamentBP_l1d16kB_l2128kB_iw4_cw2,compute_rob64_bpTournamentBP_l1d16kB_l2128kB_iw4_cw2,compute,64,TournamentBP,16kB,,128kB,4,2,889.0,0.178156,5.613048,0.25,0.970588,True,ok
results/experiments/compute_rob64_bpTournamentBP_l1d16kB_l2128kB_iw4_cw4,compute_rob64_bpTournamentBP_l1d16kB_l2128kB_iw4_cw4,compute,64,TournamentBP,16kB,,128kB,4,4,889.0,0.178873,5.590551,0.250549,0.970588,True,ok
results/experiments/compute_rob64_bpTournamentBP_l1d16kB_l21MB_iw2_cw2,compute_rob64_bpTournamentBP_l1d16kB_l21MB_iw2_cw2,compute,64,TournamentBP,16kB,,1,2,2,862.0,0.17351,5.763341,0.270341,0.969388,True,ok
results/experiments/compute_rob64_bpTournamentBP_l1d16kB_l21MB_iw2_cw4,compute_rob64_bpTournamentBP_l1d16kB_l21MB_iw2_cw4,compute,64,TournamentBP,16kB,,1,2,4,862.0,0.173197,5.773782,0.271053,0.969388,True,ok
results/experiments/compute_rob64_bpTournamentBP_l1d16kB_l21MB_iw4_cw2,compute_rob64_bpTournamentBP_l1d16kB_l21MB_iw4_cw2,compute,64,TournamentBP,16kB,,1,4,2,889.0,0.178156,5.613048,0.25,0.970588,True,ok
results/experiments/compute_rob64_bpTournamentBP_l1d16kB_l21MB_iw4_cw4,compute_rob64_bpTournamentBP_l1d16kB_l21MB_iw4_cw4,compute,64,TournamentBP,16kB,,1,4,4,889.0,0.178873,5.590551,0.250549,0.970588,True,ok
results/experiments/compute_rob64_bpTournamentBP_l1d16kB_l2256kB_iw2_cw2,compute_rob64_bpTournamentBP_l1d16kB_l2256kB_iw2_cw2,compute,64,TournamentBP,16kB,,256kB,2,2,862.0,0.17351,5.763341,0.270341,0.969388,True,ok
results/experiments/compute_rob64_bpTournamentBP_l1d16kB_l2256kB_iw2_cw4,compute_rob64_bpTournamentBP_l1d16kB_l2256kB_iw2_cw4,compute,64,TournamentBP,16kB,,256kB,2,4,862.0,0.173197,5.773782,0.271053,0.969388,True,ok
results/experiments/compute_rob64_bpTournamentBP_l1d16kB_l2256kB_iw4_cw2,compute_rob64_bpTournamentBP_l1d16kB_l2256kB_iw4_cw2,compute,64,TournamentBP,16kB,,256kB,4,2,889.0,0.178156,5.613048,0.25,0.970588,True,ok
