dir,experiment,benchmark,rob,bp,l1d,l1i,l2,issue_width,commit_width,simInsts,IPC,CPI,L1D_miss_rate,L2_miss_rate,console_exists,status
results/experiments/stream_rob128_bpGShareBP_l1d64kB_l2512kB_iw2_cw2,stream_rob128_bpGShareBP_l1d64kB_l2512kB_iw2_cw2,stream,128,GShareBP,64kB,,512kB,2,2,871.0,0.174165,5.741676,0.317618,1.0,True,ok
results/experiments/stream_rob128_bpGShareBP_l1d64kB_l2512kB_iw2_cw4,stream_rob128_bpGShareBP_l1d64kB_l2512kB_iw2_cw4,stream,128,GShareBP,64kB,,512kB,2,4,871.0,0.174165,5.741676,0.317618,1.0,True,ok
results/experiments/stream_rob128_bpGShareBP_l1d64kB_l2512kB_iw4_cw2,stream_rob128_bpGShareBP_l1d64kB_l2512kB_iw4_cw2,stream,128,GShareBP,64kB,,512kB,4,2,904.0,0.18138,5.513274,0.296537,1.0,True,ok
results/experiments/stream_rob128_bpGShareBP_l1d64kB_l2512kB_iw4_cw4,stream_rob128_bpGShareBP_l1d64kB_l2512kB_iw4_cw4,stream,128,GShareBP,64kB,,512kB,4,4,904.0,0.182295,5.485619,0.293737,1.0,True,ok
results/experiments/stream_rob128_bpLTAGE_l132kB_l2256kB_iw2_cw2,stream_rob128_bpLTAGE_l132kB_l2256kB_iw2_cw2,stream,128,LTAGE,,32kB,256kB,2,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpLTAGE_l132kB_l2256kB_iw2_cw4,stream_rob128_bpLTAGE_l132kB_l2256kB_iw2_cw4,stream,128,LTAGE,,32kB,256kB,2,4,1390852.0,0.22195,4.505516,0.356978,0.996034,False,ok
results/experiments/stream_rob128_bpLTAGE_l132kB_l2256kB_iw4_cw2,stream_rob128_bpLTAGE_l132kB_l2256kB_iw4_cw2,stream,128,LTAGE,,32kB,256kB,4,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpLTAGE_l132kB_l2256kB_iw4_cw4,stream_rob128_bpLTAGE_l132kB_l2256kB_iw4_cw4,stream,128,LTAGE,,32kB,256kB,4,4,1390852.0,0.221291,4.518929,0.282746,0.995936,False,ok
results/experiments/stream_rob128_bpLTAGE_l132kB_l2512kB_iw2_cw2,stream_rob128_bpLTAGE_l132kB_l2512kB_iw2_cw2,stream,128,LTAGE,,32kB,512kB,2,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpLTAGE_l132kB_l2512kB_iw2_cw4,stream_rob128_bpLTAGE_l132kB_l2512kB_iw2_cw4,stream,128,LTAGE,,32kB,512kB,2,4,1390852.0,0.222142,4.501626,0.355069,0.996034,False,ok
results/experiments/stream_rob128_bpLTAGE_l132kB_l2512kB_iw4_cw2,stream_rob128_bpLTAGE_l132kB_l2512kB_iw4_cw2,stream,128,LTAGE,,32kB,512kB,4,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpLTAGE_l132kB_l2512kB_iw4_cw4,stream_rob128_bpLTAGE_l132kB_l2512kB_iw4_cw4,stream,128,LTAGE,,32kB,512kB,4,4,1390852.0,0.221555,4.513549,0.288404,0.995936,False,ok
results/experiments/stream_rob128_bpLTAGE_l164kB_l2256kB_iw2_cw2,stream_rob128_bpLTAGE_l164kB_l2256kB_iw2_cw2,stream,128,LTAGE,,64kB,256kB,2,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpLTAGE_l164kB_l2256kB_iw2_cw4,stream_rob128_bpLTAGE_l164kB_l2256kB_iw2_cw4,stream,128,LTAGE,,64kB,256kB,2,4,1390852.0,0.222182,4.50082,0.356059,0.99841,False,ok
results/experiments/stream_rob128_bpLTAGE_l164kB_l2256kB_iw4_cw2,stream_rob128_bpLTAGE_l164kB_l2256kB_iw4_cw2,stream,128,LTAGE,,64kB,256kB,4,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpLTAGE_l164kB_l2256kB_iw4_cw4,stream_rob128_bpLTAGE_l164kB_l2256kB_iw4_cw4,stream,128,LTAGE,,64kB,256kB,4,4,1390852.0,0.221275,4.519265,0.281767,0.998373,False,ok
results/experiments/stream_rob128_bpLTAGE_l164kB_l2512kB_iw2_cw2,stream_rob128_bpLTAGE_l164kB_l2512kB_iw2_cw2,stream,128,LTAGE,,64kB,512kB,2,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpLTAGE_l164kB_l2512kB_iw2_cw4,stream_rob128_bpLTAGE_l164kB_l2512kB_iw2_cw4,stream,128,LTAGE,,64kB,512kB,2,4,1390852.0,0.222123,4.502007,0.354775,0.99841,False,ok
results/experiments/stream_rob128_bpLTAGE_l164kB_l2512kB_iw4_cw2,stream_rob128_bpLTAGE_l164kB_l2512kB_iw4_cw2,stream,128,LTAGE,,64kB,512kB,4,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpLTAGE_l164kB_l2512kB_iw4_cw4,stream_rob128_bpLTAGE_l164kB_l2512kB_iw4_cw4,stream,128,LTAGE,,64kB,512kB,4,4,1390852.0,0.221677,4.511069,0.288547,0.998373,False,ok
results/experiments/stream_rob128_bpLocalBP_l132kB_l2256kB_iw2_cw2,stream_rob128_bpLocalBP_l132kB_l2256kB_iw2_cw2,stream,128,LocalBP,,32kB,256kB,2,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpLocalBP_l132kB_l2256kB_iw2_cw4,stream_rob128_bpLocalBP_l132kB_l2256kB_iw2_cw4,stream,128,LocalBP,,32kB,256kB,2,4,1390852.0,0.221973,4.505056,0.356717,0.996124,False,ok
results/experiments/stream_rob128_bpLocalBP_l132kB_l2256kB_iw4_cw2,stream_rob128_bpLocalBP_l132kB_l2256kB_iw4_cw2,stream,128,LocalBP,,32kB,256kB,4,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpLocalBP_l132kB_l2256kB_iw4_cw4,stream_rob128_bpLocalBP_l132kB_l2256kB_iw4_cw4,stream,128,LocalBP,,32kB,256kB,4,4,1390852.0,0.22113,4.522224,0.282744,0.995949,False,ok
results/experiments/stream_rob128_bpLocalBP_l132kB_l2512kB_iw2_cw2,stream_rob128_bpLocalBP_l132kB_l2512kB_iw2_cw2,stream,128,LocalBP,,32kB,512kB,2,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpLocalBP_l132kB_l2512kB_iw2_cw4,stream_rob128_bpLocalBP_l132kB_l2512kB_iw2_cw4,stream,128,LocalBP,,32kB,512kB,2,4,1390852.0,0.221997,4.504565,0.355114,0.996124,False,ok
results/experiments/stream_rob128_bpLocalBP_l132kB_l2512kB_iw4_cw2,stream_rob128_bpLocalBP_l132kB_l2512kB_iw4_cw2,stream,128,LocalBP,,32kB,512kB,4,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpLocalBP_l132kB_l2512kB_iw4_cw4,stream_rob128_bpLocalBP_l132kB_l2512kB_iw4_cw4,stream,128,LocalBP,,32kB,512kB,4,4,1390852.0,0.221526,4.514138,0.288804,0.995949,False,ok
results/experiments/stream_rob128_bpLocalBP_l164kB_l2256kB_iw2_cw2,stream_rob128_bpLocalBP_l164kB_l2256kB_iw2_cw2,stream,128,LocalBP,,64kB,256kB,2,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpLocalBP_l164kB_l2256kB_iw2_cw4,stream_rob128_bpLocalBP_l164kB_l2256kB_iw2_cw4,stream,128,LocalBP,,64kB,256kB,2,4,1390852.0,0.222028,4.503934,0.356436,0.998397,False,ok
results/experiments/stream_rob128_bpLocalBP_l164kB_l2256kB_iw4_cw2,stream_rob128_bpLocalBP_l164kB_l2256kB_iw4_cw2,stream,128,LocalBP,,64kB,256kB,4,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpLocalBP_l164kB_l2256kB_iw4_cw4,stream_rob128_bpLocalBP_l164kB_l2256kB_iw4_cw4,stream,128,LocalBP,,64kB,256kB,4,4,1390852.0,0.221136,4.522098,0.281975,0.998347,False,ok
results/experiments/stream_rob128_bpLocalBP_l164kB_l2512kB_iw2_cw2,stream_rob128_bpLocalBP_l164kB_l2512kB_iw2_cw2,stream,128,LocalBP,,64kB,512kB,2,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpLocalBP_l164kB_l2512kB_iw2_cw4,stream_rob128_bpLocalBP_l164kB_l2512kB_iw2_cw4,stream,128,LocalBP,,64kB,512kB,2,4,1390852.0,0.222018,4.504146,0.354875,0.998397,False,ok
results/experiments/stream_rob128_bpLocalBP_l164kB_l2512kB_iw4_cw2,stream_rob128_bpLocalBP_l164kB_l2512kB_iw4_cw2,stream,128,LocalBP,,64kB,512kB,4,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpLocalBP_l164kB_l2512kB_iw4_cw4,stream_rob128_bpLocalBP_l164kB_l2512kB_iw4_cw4,stream,128,LocalBP,,64kB,512kB,4,4,1390852.0,0.221624,4.512152,0.288089,0.998347,False,ok
results/experiments/stream_rob128_bpLocalBP_l1d16kB_l2128kB_iw2_cw2,stream_rob128_bpLocalBP_l1d16kB_l2128kB_iw2_cw2,stream,128,LocalBP,16kB,,128kB,2,2,904.0,0.181891,5.497788,0.263982,0.970588,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d16kB_l2128kB_iw2_cw4,stream_rob128_bpLocalBP_l1d16kB_l2128kB_iw2_cw4,stream,128,LocalBP,16kB,,128kB,2,4,905.0,0.18129,5.516022,0.271071,0.971154,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d16kB_l2128kB_iw4_cw2,stream_rob128_bpLocalBP_l1d16kB_l2128kB_iw4_cw2,stream,128,LocalBP,16kB,,128kB,4,2,931.0,0.186163,5.371643,0.260521,0.972727,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d16kB_l2128kB_iw4_cw4,stream_rob128_bpLocalBP_l1d16kB_l2128kB_iw4_cw4,stream,128,LocalBP,16kB,,128kB,4,4,931.0,0.187664,5.328679,0.265306,0.972973,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d16kB_l21MB_iw2_cw2,stream_rob128_bpLocalBP_l1d16kB_l21MB_iw2_cw2,stream,128,LocalBP,16kB,,1,2,2,904.0,0.181891,5.497788,0.263982,0.970588,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d16kB_l21MB_iw2_cw4,stream_rob128_bpLocalBP_l1d16kB_l21MB_iw2_cw4,stream,128,LocalBP,16kB,,1,2,4,905.0,0.18129,5.516022,0.271071,0.971154,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d16kB_l21MB_iw4_cw2,stream_rob128_bpLocalBP_l1d16kB_l21MB_iw4_cw2,stream,128,LocalBP,16kB,,1,4,2,931.0,0.186163,5.371643,0.260521,0.972727,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d16kB_l21MB_iw4_cw4,stream_rob128_bpLocalBP_l1d16kB_l21MB_iw4_cw4,stream,128,LocalBP,16kB,,1,4,4,931.0,0.187664,5.328679,0.265306,0.972973,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d16kB_l2256kB_iw2_cw2,stream_rob128_bpLocalBP_l1d16kB_l2256kB_iw2_cw2,stream,128,LocalBP,16kB,,256kB,2,2,904.0,0.181891,5.497788,0.263982,0.970588,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d16kB_l2256kB_iw2_cw4,stream_rob128_bpLocalBP_l1d16kB_l2256kB_iw2_cw4,stream,128,LocalBP,16kB,,256kB,2,4,905.0,0.18129,5.516022,0.271071,0.971154,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d16kB_l2256kB_iw4_cw2,stream_rob128_bpLocalBP_l1d16kB_l2256kB_iw4_cw2,stream,128,LocalBP,16kB,,256kB,4,2,931.0,0.186163,5.371643,0.260521,0.972727,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d16kB_l2256kB_iw4_cw4,stream_rob128_bpLocalBP_l1d16kB_l2256kB_iw4_cw4,stream,128,LocalBP,16kB,,256kB,4,4,931.0,0.187664,5.328679,0.265306,0.972973,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d16kB_l2512kB_iw2_cw2,stream_rob128_bpLocalBP_l1d16kB_l2512kB_iw2_cw2,stream,128,LocalBP,16kB,,512kB,2,2,904.0,0.181891,5.497788,0.263982,0.970588,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d16kB_l2512kB_iw2_cw4,stream_rob128_bpLocalBP_l1d16kB_l2512kB_iw2_cw4,stream,128,LocalBP,16kB,,512kB,2,4,905.0,0.18129,5.516022,0.271071,0.971154,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d16kB_l2512kB_iw4_cw2,stream_rob128_bpLocalBP_l1d16kB_l2512kB_iw4_cw2,stream,128,LocalBP,16kB,,512kB,4,2,931.0,0.186163,5.371643,0.260521,0.972727,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d16kB_l2512kB_iw4_cw4,stream_rob128_bpLocalBP_l1d16kB_l2512kB_iw4_cw4,stream,128,LocalBP,16kB,,512kB,4,4,931.0,0.187664,5.328679,0.265306,0.972973,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d32kB_l2128kB_iw2_cw2,stream_rob128_bpLocalBP_l1d32kB_l2128kB_iw2_cw2,stream,128,LocalBP,32kB,,128kB,2,2,904.0,0.181855,5.498894,0.252796,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d32kB_l2128kB_iw2_cw4,stream_rob128_bpLocalBP_l1d32kB_l2128kB_iw2_cw4,stream,128,LocalBP,32kB,,128kB,2,4,905.0,0.181254,5.517127,0.259681,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d32kB_l2128kB_iw4_cw2,stream_rob128_bpLocalBP_l1d32kB_l2128kB_iw4_cw2,stream,128,LocalBP,32kB,,128kB,4,2,931.0,0.186163,5.371643,0.250501,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d32kB_l2128kB_iw4_cw4,stream_rob128_bpLocalBP_l1d32kB_l2128kB_iw4_cw4,stream,128,LocalBP,32kB,,128kB,4,4,931.0,0.187664,5.328679,0.255102,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d32kB_l21MB_iw2_cw2,stream_rob128_bpLocalBP_l1d32kB_l21MB_iw2_cw2,stream,128,LocalBP,32kB,,1,2,2,904.0,0.181855,5.498894,0.252796,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d32kB_l21MB_iw2_cw4,stream_rob128_bpLocalBP_l1d32kB_l21MB_iw2_cw4,stream,128,LocalBP,32kB,,1,2,4,905.0,0.181254,5.517127,0.259681,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d32kB_l21MB_iw4_cw2,stream_rob128_bpLocalBP_l1d32kB_l21MB_iw4_cw2,stream,128,LocalBP,32kB,,1,4,2,931.0,0.186163,5.371643,0.250501,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d32kB_l21MB_iw4_cw4,stream_rob128_bpLocalBP_l1d32kB_l21MB_iw4_cw4,stream,128,LocalBP,32kB,,1,4,4,931.0,0.187664,5.328679,0.255102,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d32kB_l2256kB_iw2_cw2,stream_rob128_bpLocalBP_l1d32kB_l2256kB_iw2_cw2,stream,128,LocalBP,32kB,,256kB,2,2,904.0,0.181855,5.498894,0.252796,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d32kB_l2256kB_iw2_cw4,stream_rob128_bpLocalBP_l1d32kB_l2256kB_iw2_cw4,stream,128,LocalBP,32kB,,256kB,2,4,905.0,0.181254,5.517127,0.259681,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d32kB_l2256kB_iw4_cw2,stream_rob128_bpLocalBP_l1d32kB_l2256kB_iw4_cw2,stream,128,LocalBP,32kB,,256kB,4,2,931.0,0.186163,5.371643,0.250501,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d32kB_l2256kB_iw4_cw4,stream_rob128_bpLocalBP_l1d32kB_l2256kB_iw4_cw4,stream,128,LocalBP,32kB,,256kB,4,4,931.0,0.187664,5.328679,0.255102,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d32kB_l2512kB_iw2_cw2,stream_rob128_bpLocalBP_l1d32kB_l2512kB_iw2_cw2,stream,128,LocalBP,32kB,,512kB,2,2,904.0,0.181855,5.498894,0.252796,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d32kB_l2512kB_iw2_cw4,stream_rob128_bpLocalBP_l1d32kB_l2512kB_iw2_cw4,stream,128,LocalBP,32kB,,512kB,2,4,905.0,0.181254,5.517127,0.259681,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d32kB_l2512kB_iw4_cw2,stream_rob128_bpLocalBP_l1d32kB_l2512kB_iw4_cw2,stream,128,LocalBP,32kB,,512kB,4,2,931.0,0.186163,5.371643,0.250501,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d32kB_l2512kB_iw4_cw4,stream_rob128_bpLocalBP_l1d32kB_l2512kB_iw4_cw4,stream,128,LocalBP,32kB,,512kB,4,4,931.0,0.187664,5.328679,0.255102,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d64kB_l2128kB_iw2_cw2,stream_rob128_bpLocalBP_l1d64kB_l2128kB_iw2_cw2,stream,128,LocalBP,64kB,,128kB,2,2,904.0,0.181855,5.498894,0.252796,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d64kB_l2128kB_iw2_cw4,stream_rob128_bpLocalBP_l1d64kB_l2128kB_iw2_cw4,stream,128,LocalBP,64kB,,128kB,2,4,905.0,0.181254,5.517127,0.259681,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d64kB_l2128kB_iw4_cw2,stream_rob128_bpLocalBP_l1d64kB_l2128kB_iw4_cw2,stream,128,LocalBP,64kB,,128kB,4,2,931.0,0.186163,5.371643,0.250501,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d64kB_l2128kB_iw4_cw4,stream_rob128_bpLocalBP_l1d64kB_l2128kB_iw4_cw4,stream,128,LocalBP,64kB,,128kB,4,4,931.0,0.187664,5.328679,0.255102,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d64kB_l21MB_iw2_cw2,stream_rob128_bpLocalBP_l1d64kB_l21MB_iw2_cw2,stream,128,LocalBP,64kB,,1,2,2,904.0,0.181855,5.498894,0.252796,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d64kB_l21MB_iw2_cw4,stream_rob128_bpLocalBP_l1d64kB_l21MB_iw2_cw4,stream,128,LocalBP,64kB,,1,2,4,905.0,0.181254,5.517127,0.259681,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d64kB_l21MB_iw4_cw2,stream_rob128_bpLocalBP_l1d64kB_l21MB_iw4_cw2,stream,128,LocalBP,64kB,,1,4,2,931.0,0.186163,5.371643,0.250501,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d64kB_l21MB_iw4_cw4,stream_rob128_bpLocalBP_l1d64kB_l21MB_iw4_cw4,stream,128,LocalBP,64kB,,1,4,4,931.0,0.187664,5.328679,0.255102,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d64kB_l2256kB_iw2_cw2,stream_rob128_bpLocalBP_l1d64kB_l2256kB_iw2_cw2,stream,128,LocalBP,64kB,,256kB,2,2,904.0,0.181855,5.498894,0.252796,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d64kB_l2256kB_iw2_cw4,stream_rob128_bpLocalBP_l1d64kB_l2256kB_iw2_cw4,stream,128,LocalBP,64kB,,256kB,2,4,905.0,0.181254,5.517127,0.259681,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d64kB_l2256kB_iw4_cw2,stream_rob128_bpLocalBP_l1d64kB_l2256kB_iw4_cw2,stream,128,LocalBP,64kB,,256kB,4,2,931.0,0.186163,5.371643,0.250501,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d64kB_l2256kB_iw4_cw4,stream_rob128_bpLocalBP_l1d64kB_l2256kB_iw4_cw4,stream,128,LocalBP,64kB,,256kB,4,4,931.0,0.187664,5.328679,0.255102,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d64kB_l2512kB_iw2_cw2,stream_rob128_bpLocalBP_l1d64kB_l2512kB_iw2_cw2,stream,128,LocalBP,64kB,,512kB,2,2,904.0,0.181855,5.498894,0.252796,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d64kB_l2512kB_iw2_cw4,stream_rob128_bpLocalBP_l1d64kB_l2512kB_iw2_cw4,stream,128,LocalBP,64kB,,512kB,2,4,905.0,0.181254,5.517127,0.259681,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d64kB_l2512kB_iw4_cw2,stream_rob128_bpLocalBP_l1d64kB_l2512kB_iw4_cw2,stream,128,LocalBP,64kB,,512kB,4,2,931.0,0.186163,5.371643,0.250501,1.0,True,ok
results/experiments/stream_rob128_bpLocalBP_l1d64kB_l2512kB_iw4_cw4,stream_rob128_bpLocalBP_l1d64kB_l2512kB_iw4_cw4,stream,128,LocalBP,64kB,,512kB,4,4,931.0,0.187664,5.328679,0.255102,1.0,True,ok
results/experiments/stream_rob128_bpTournamentBP_l132kB_l2256kB,stream_rob128_bpTournamentBP_l132kB_l2256kB,stream,128,TournamentBP,,32kB,256kB,,,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpTournamentBP_l132kB_l2256kB_iw2_cw2,stream_rob128_bpTournamentBP_l132kB_l2256kB_iw2_cw2,stream,128,TournamentBP,,32kB,256kB,2,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpTournamentBP_l132kB_l2256kB_iw2_cw4,stream_rob128_bpTournamentBP_l132kB_l2256kB_iw2_cw4,stream,128,TournamentBP,,32kB,256kB,2,4,1390852.0,0.221862,4.507308,0.357082,0.996048,False,ok
results/experiments/stream_rob128_bpTournamentBP_l132kB_l2256kB_iw4_cw2,stream_rob128_bpTournamentBP_l132kB_l2256kB_iw4_cw2,stream,128,TournamentBP,,32kB,256kB,4,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpTournamentBP_l132kB_l2256kB_iw4_cw4,stream_rob128_bpTournamentBP_l132kB_l2256kB_iw4_cw4,stream,128,TournamentBP,,32kB,256kB,4,4,1390852.0,0.221131,4.522205,0.282576,0.995898,False,ok
results/experiments/stream_rob128_bpTournamentBP_l132kB_l2512kB,stream_rob128_bpTournamentBP_l132kB_l2512kB,stream,128,TournamentBP,,32kB,512kB,,,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpTournamentBP_l132kB_l2512kB_iw2_cw2,stream_rob128_bpTournamentBP_l132kB_l2512kB_iw2_cw2,stream,128,TournamentBP,,32kB,512kB,2,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpTournamentBP_l132kB_l2512kB_iw2_cw4,stream_rob128_bpTournamentBP_l132kB_l2512kB_iw2_cw4,stream,128,TournamentBP,,32kB,512kB,2,4,1390852.0,0.222055,4.503395,0.35477,0.996048,False,ok
results/experiments/stream_rob128_bpTournamentBP_l132kB_l2512kB_iw4_cw2,stream_rob128_bpTournamentBP_l132kB_l2512kB_iw4_cw2,stream,128,TournamentBP,,32kB,512kB,4,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpTournamentBP_l132kB_l2512kB_iw4_cw4,stream_rob128_bpTournamentBP_l132kB_l2512kB_iw4_cw4,stream,128,TournamentBP,,32kB,512kB,4,4,1390852.0,0.221459,4.515508,0.287742,0.995898,False,ok
results/experiments/stream_rob128_bpTournamentBP_l164kB_l2256kB,stream_rob128_bpTournamentBP_l164kB_l2256kB,stream,128,TournamentBP,,64kB,256kB,,,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpTournamentBP_l164kB_l2256kB_iw2_cw2,stream_rob128_bpTournamentBP_l164kB_l2256kB_iw2_cw2,stream,128,TournamentBP,,64kB,256kB,2,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpTournamentBP_l164kB_l2256kB_iw2_cw4,stream_rob128_bpTournamentBP_l164kB_l2256kB_iw2_cw4,stream,128,TournamentBP,,64kB,256kB,2,4,1390852.0,0.222023,4.504046,0.356287,0.998448,False,ok
results/experiments/stream_rob128_bpTournamentBP_l164kB_l2256kB_iw4_cw2,stream_rob128_bpTournamentBP_l164kB_l2256kB_iw4_cw2,stream,128,TournamentBP,,64kB,256kB,4,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpTournamentBP_l164kB_l2256kB_iw4_cw4,stream_rob128_bpTournamentBP_l164kB_l2256kB_iw4_cw4,stream,128,TournamentBP,,64kB,256kB,4,4,1390852.0,0.221142,4.52198,0.281705,0.998347,False,ok
results/experiments/stream_rob128_bpTournamentBP_l164kB_l2512kB,stream_rob128_bpTournamentBP_l164kB_l2512kB,stream,128,TournamentBP,,64kB,512kB,,,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpTournamentBP_l164kB_l2512kB_iw2_cw2,stream_rob128_bpTournamentBP_l164kB_l2512kB_iw2_cw2,stream,128,TournamentBP,,64kB,512kB,2,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpTournamentBP_l164kB_l2512kB_iw2_cw4,stream_rob128_bpTournamentBP_l164kB_l2512kB_iw2_cw4,stream,128,TournamentBP,,64kB,512kB,2,4,1390852.0,0.222068,4.50313,0.354374,0.998448,False,ok
results/experiments/stream_rob128_bpTournamentBP_l164kB_l2512kB_iw4_cw2,stream_rob128_bpTournamentBP_l164kB_l2512kB_iw4_cw2,stream,128,TournamentBP,,64kB,512kB,4,2,,,,,,False,empty-or-missing
results/experiments/stream_rob128_bpTournamentBP_l164kB_l2512kB_iw4_cw4,stream_rob128_bpTournamentBP_l164kB_l2512kB_iw4_cw4,stream,128,TournamentBP,,64kB,512kB,4,4,1390852.0,0.221547,4.513717,0.288657,0.998347,False,ok
results/experiments/stream_rob128_bpTournamentBP_l1d16kB_l2128kB_iw2_cw2,stream_rob128_bpTournamentBP_l1d16kB_l2128kB_iw2_cw2,stream,128,TournamentBP,16kB,,128kB,2,2,871.0,0.174165,5.741676,0.330025,0.969697,True,ok
results/experiments/stream_rob128_bpTournamentBP_l1d16kB_l2128kB_iw2_cw4,stream_rob128_bpTournamentBP_l1d16kB_l2128kB_iw2_cw4,stream,128,TournamentBP,16kB,,128kB,2,4,871.0,0.174165,5.741676,0.330025,0.969697,True,ok
results/experiments/stream_rob128_bpTournamentBP_l1d16kB_l2128kB_iw4_cw2,stream_rob128_bpTournamentBP_l1d16kB_l2128kB_iw4_cw2,stream,128,TournamentBP,16kB,,128kB,4,2,904.0,0.181417,5.512168,0.307359,0.970874,True,ok
results/experiments/stream_rob128_bpTournamentBP_l1d16kB_l2128kB_iw4_cw4,stream_rob128_bpTournamentBP_l1d16kB_l2128kB_iw4_cw4,stream,128,TournamentBP,16kB,,128kB,4,4,904.0,0.182332,5.484513,0.304536,0.970874,True,ok
results/experiments/stream_rob128_bpTournamentBP_l1d16kB_l21MB_iw2_cw2,stream_rob128_bpTournamentBP_l1d16kB_l21MB_iw2_cw2,stream,128,TournamentBP,16kB,,1,2,2,871.0,0.174165,5.741676,0.330025,0.969697,True,ok
results/experiments/stream_rob128_bpTournamentBP_l1d16kB_l21MB_iw2_cw4,stream_rob128_bpTournamentBP_l1d16kB_l21MB_iw2_cw4,stream,128,TournamentBP,16kB,,1,2,4,871.0,0.174165,5.741676,0.330025,0.969697,True,ok
results/experiments/stream_rob128_bpTournamentBP_l1d16kB_l21MB_iw4_cw2,stream_rob128_bpTournamentBP_l1d16kB_l21MB_iw4_cw2,stream,128,TournamentBP,16kB,,1,4,2,904.0,0.181417,5.512168,0.307359,0.970874,True,ok
